ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
614432672,Photo,Red-headed Quelea,Quelea erythrops,,Wim Jacobs,2024-01-27,2024,1,27,637,Benin,BJ-AK,Atakora,,Ottomari valley,10.2020238,1.2019000,"",,Unspecified,"","",,,,,,,S160001902,"",,,,,Quelea erythrops,rehque1,Species,30647,,.00,0,,3000,4000
614339482,Photo,Red-headed Quelea,Quelea erythrops,,Nathan Long,2015-10-20,2015,10,20,1600,Uganda,UG-W,Western,,Queen Elizabeth II NP--Kasenyi Track,-0.0813875,30.0770044,"",,Unspecified,"","",,,,,,,S160226110,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,1,,1761,2642
614339471,Photo,Red-headed Quelea,Quelea erythrops,,Nathan Long,2015-10-20,2015,10,20,1600,Uganda,UG-W,Western,,Queen Elizabeth II NP--Kasenyi Track,-0.0813875,30.0770044,"",,Unspecified,"","",,,,,,,S160226110,"",,,,,Quelea erythrops,rehque1,Species,30647,,.00,0,,1657,2483
614332828,Photo,Red-headed Quelea,Quelea erythrops,,Fikret Ataşalan,2023-03-18,2023,3,18,1530,Tanzania,TZ-24,Tabora,,Tabora Kazima Dam,-5.0146550,32.8964800,"",,Unspecified,"","",,,,,,,S143759520,"",,,,,Quelea erythrops,rehque1,Species,30647,,.00,0,,2588,3883
614332827,Photo,Red-headed Quelea,Quelea erythrops,,Fikret Ataşalan,2023-03-18,2023,3,18,1530,Tanzania,TZ-24,Tabora,,Tabora Kazima Dam,-5.0146550,32.8964800,"",,Unspecified,"","",,,,,,,S143759520,"",,,,,Quelea erythrops,rehque1,Species,30647,,.00,0,,2012,3018
614332826,Photo,Red-headed Quelea,Quelea erythrops,,Fikret Ataşalan,2023-03-18,2023,3,18,1530,Tanzania,TZ-24,Tabora,,Tabora Kazima Dam,-5.0146550,32.8964800,"",,Unspecified,"","",,,,,,,S143759520,"",,,,,Quelea erythrops,rehque1,Species,30647,,.00,0,,1594,2391
614154005,Photo,Red-headed Quelea,Quelea erythrops,,Jonathan Slifkin,2024-01-07,2024,1,7,1103,Kenya,KE-300,Coast,,Dakatcha Woodlands (Kamale NR),-2.7204189,39.9458478,"",,Unspecified,"","",,,,,,,S158520494,"",,,,,Quelea erythrops,rehque1,Species,30647,,5.00,2,,1615,2423
613866124,Photo,Red-headed Quelea,Quelea erythrops,,Damian Newmarch,2024-01-21,2024,1,21,723,Zambia,ZM-02,Central,,"Huntley Farm, Top Dam",-15.0156634,28.1484083,"",,Unspecified,"","",,,,,,,S159421846,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.50,2,,2175,3262
613448971,Photo,Red-headed Quelea,Quelea erythrops,,Lenny Ricketts,2024-01-09,2024,1,9,1330,Tanzania,TZ-19,Coast,,"Unnamed Road, Pwani Region, TZ (-6.566, 39.004) Kerege",-6.5661898,39.0036512,"",,Unspecified,"","",,,,,,,S158758788,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.50,2,,3888,5184
613448970,Photo,Red-headed Quelea,Quelea erythrops,,Lenny Ricketts,2024-01-09,2024,1,9,1330,Tanzania,TZ-19,Coast,,"Unnamed Road, Pwani Region, TZ (-6.566, 39.004) Kerege",-6.5661898,39.0036512,"",,Unspecified,"","",,,,,,,S158758788,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,2,,3888,5184
613448969,Photo,Red-headed Quelea,Quelea erythrops,,Lenny Ricketts,2024-01-09,2024,1,9,1330,Tanzania,TZ-19,Coast,,"Unnamed Road, Pwani Region, TZ (-6.566, 39.004) Kerege",-6.5661898,39.0036512,"",,Unspecified,"","",,,,,,,S158758788,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.50,2,,3888,5184
613108857,Photo,Red-headed Quelea,Quelea erythrops,,sheau torng lim,2012-06-04,2012,6,4,900,Singapore,SG-,Singapore,,"Lorong Halus Wetland (inc. Serangoon Reservoir and former 'Serangoon')",1.3957264,103.9257288,"",,Unspecified,"","",,,,,,,S158116419,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,1,,640,960
612714919,Photo,Red-headed Quelea,Quelea erythrops,,Garret Skead,2023-12-23,2023,12,23,911,South Africa,ZA-NL,Kwazulu-Natal,,Wetland near Mdloti private estate,-29.6723840,31.1083240,"",,Unspecified,"","",,,,,,,S156907218,"",,,,Brief visit. Most likely more individuals present. Bishops tends to chase them aggressively. 1 male seen in breeding plumage,Quelea erythrops,rehque1,Species,30647,,5.00,5,,1767,2492
612714916,Photo,Red-headed Quelea,Quelea erythrops,,Garret Skead,2023-12-23,2023,12,23,911,South Africa,ZA-NL,Kwazulu-Natal,,Wetland near Mdloti private estate,-29.6723840,31.1083240,"",,Unspecified,"","",,,,,,,S156907218,"",,,,Brief visit. Most likely more individuals present. Bishops tends to chase them aggressively. 1 male seen in breeding plumage,Quelea erythrops,rehque1,Species,30647,,4.50,4,,1644,2360
612645452,Photo,Red-headed Quelea,Quelea erythrops,,Femi Faminu,2019-02-06,2019,2,6,0,Tanzania,TZ-04,Iringa,,Ruaha NP,-7.4068776,34.9440766,"",,Unspecified,"","",,,,,,,S157115741,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.00,1,,686,1024
612228835,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"",,Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.50,2,,1726,2214
612228848,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"","",Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,5.00,2,Nest,958,1409
612228849,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"","",Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,2,Nest,1104,848
612228843,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"",,Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,5.00,1,,677,958
612228846,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"",,Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,1,,757,1025
612228847,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"",,Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,5.00,1,,830,952
612228845,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"",,Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,5.00,1,,939,848
612228834,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"",,Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,5.00,1,,745,1007
612228842,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"",,Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,5.00,1,,768,927
612228838,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"",,Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,1,,927,726
612228841,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"",,Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,5.00,1,,677,1055
612228844,Photo,Red-headed Quelea,Quelea erythrops,,Michael Buckham,2023-12-08,2023,12,8,1606,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Umdloti Sibaya Conservancy,-29.6840526,31.1094532,"",,Unspecified,"","",,,,,,,S156123902,"",,,,,Quelea erythrops,rehque1,Species,30647,,5.00,1,,862,915
611683301,Photo,Red-headed Quelea,Quelea erythrops,,John Gregory,2023-11-20,2023,11,20,903,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154829207,"",,,,Feeding frenzy!,Quelea erythrops,rehque1,Species,30647,,3.00,1,,2711,4431
611683299,Photo,Red-headed Quelea,Quelea erythrops,,John Gregory,2023-11-20,2023,11,20,903,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154829207,"",,,,Feeding frenzy!,Quelea erythrops,rehque1,Species,30647,,2.00,1,,3011,3984
611683300,Photo,Red-headed Quelea,Quelea erythrops,,John Gregory,2023-11-20,2023,11,20,903,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154829207,"",,,,Feeding frenzy!,Quelea erythrops,rehque1,Species,30647,,2.00,1,,2784,3952
611683298,Photo,Red-headed Quelea,Quelea erythrops,,John Gregory,2023-11-20,2023,11,20,903,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154829207,"",,,,Feeding frenzy!,Quelea erythrops,rehque1,Species,30647,,2.00,1,,3046,3931
611569178,Photo,Red-headed Quelea,Quelea erythrops,,John Gregory,2023-11-20,2023,11,20,903,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154829207,"",,,,Feeding frenzy!,Quelea erythrops,rehque1,Species,30647,,2.00,1,,3888,5184
611569179,Photo,Red-headed Quelea,Quelea erythrops,,John Gregory,2023-11-20,2023,11,20,903,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154829207,"",,,,Feeding frenzy!,Quelea erythrops,rehque1,Species,30647,,4.00,1,,3888,5184
611569177,Photo,Red-headed Quelea,Quelea erythrops,,John Gregory,2023-11-20,2023,11,20,903,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154829207,"",,,,Feeding frenzy!,Quelea erythrops,rehque1,Species,30647,,4.00,1,,2715,4434
611569176,Photo,Red-headed Quelea,Quelea erythrops,,John Gregory,2023-11-20,2023,11,20,903,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154829207,"",,,,Feeding frenzy!,Quelea erythrops,rehque1,Species,30647,,3.00,1,,3312,3621
611569175,Photo,Red-headed Quelea,Quelea erythrops,,John Gregory,2023-11-20,2023,11,20,903,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154829207,"",,,,Feeding frenzy!,Quelea erythrops,rehque1,Species,30647,,3.00,1,,1678,7176
611309414,Photo,Red-headed Quelea,Quelea erythrops,,Lloyd Weber,2023-11-15,2023,11,15,1053,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154511992,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.00,1,,1080,1440
611309416,Photo,Red-headed Quelea,Quelea erythrops,,Lloyd Weber,2023-11-15,2023,11,15,1053,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154511992,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,1,,1080,1440
611309419,Photo,Red-headed Quelea,Quelea erythrops,,Lloyd Weber,2023-11-15,2023,11,15,1053,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154511992,"",,,,,Quelea erythrops,rehque1,Species,30647,,1.00,1,,1080,1440
611309418,Photo,Red-headed Quelea,Quelea erythrops,,Lloyd Weber,2023-11-15,2023,11,15,1053,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154511992,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.00,1,,1080,1440
611309415,Photo,Red-headed Quelea,Quelea erythrops,,Lloyd Weber,2023-11-15,2023,11,15,1053,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154511992,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.00,1,,1080,1440
611309417,Photo,Red-headed Quelea,Quelea erythrops,,Lloyd Weber,2023-11-15,2023,11,15,1053,South Africa,ZA-NL,Kwazulu-Natal,,Fairbreeze--Tronox Ponds (restricted access),-29.0053834,31.6525485,"",,Unspecified,"","",,,,,,,S154511992,"",,,,,Quelea erythrops,rehque1,Species,30647,,.00,0,,1080,1440
610164668,Photo,Red-headed Quelea,Quelea erythrops,,Tim van der Meer,2015-01-10,2015,1,10,1115,South Africa,ZA-NL,Kwazulu-Natal,,Pietermaritzburg--Bisley Valley NR,-29.6599135,30.3912830,"",,Unspecified,"","",,,,,,,S22496437,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,3,,1043,1564
608673369,Photo,Red-headed Quelea,Quelea erythrops,,Holger Köhler,2023-07-19,2023,7,19,926,Uganda,UG-N,Northern,,"Murchison Falls National Park, Nwoya UG-Northern (2.2775,31.3851)",2.2774970,31.3851160,"Adult Female – 2; Adult Male – 2",,Unspecified,"","",,,,,,,S145119540,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,3,,2388,3584
596650971,Photo,Red-headed Quelea,Quelea erythrops,,Antonio Xeira,2023-06-08,2023,6,8,628,Guinea-Bissau,GW-S,Sul,,"Parque Nacional de Cantanhez--Lauchandè, Tombali, GW (11,249, -15,06)",11.2485750,-15.0599599,Adult Male – 1,"",Unspecified,"","",,,,,,,S141608541,"",,,molt,,Quelea erythrops,rehque1,Species,30647,,2.33,3,Molting,781,1172
595952061,Photo,Red-headed Quelea,Quelea erythrops,,Dieter Oschadleus,2008-01-25,2008,1,25,1800,South Africa,ZA-NL,Kwazulu-Natal,,Mount Moreland IBA,-29.6425524,31.0888934,"",,Unspecified,"","",,,,,,,S145158005,"",,,,banded 1,Quelea erythrops,rehque1,Species,30647,,4.33,3,,642,845
593972441,Photo,Red-headed Quelea,Quelea erythrops,,Mathurin Malby,2023-05-20,2023,5,20,720,Ghana,GH-EP,Eastern,,Atewa--farm scrub and degraded forest,6.2293104,-0.5271194,"",,Unspecified,"","",,,,,,,S138469088,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.67,3,,1165,2071
593972421,Photo,Red-headed Quelea,Quelea erythrops,,Mathurin Malby,2023-05-20,2023,5,20,720,Ghana,GH-EP,Eastern,,Atewa--farm scrub and degraded forest,6.2293104,-0.5271194,"",,Unspecified,"","",,,,,,,S138469088,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,3,,1165,2071
593972431,Photo,Red-headed Quelea,Quelea erythrops,,Mathurin Malby,2023-05-20,2023,5,20,720,Ghana,GH-EP,Eastern,,Atewa--farm scrub and degraded forest,6.2293104,-0.5271194,"",,Unspecified,"","",,,,,,,S138469088,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.33,3,,1165,2071
556835601,Photo,Red-headed Quelea,Quelea erythrops,,Rick Jacobsen,2023-03-22,2023,3,22,635,Uganda,UG-N,Northern,,Murchison Falls NP--Paraa Safari Lodge to Tangi Gate,2.3693675,31.5548379,"",,Unspecified,"","",,,,,,,S131508600,"",,,,Ph’d,Quelea erythrops,rehque1,Species,30647,,2.00,3,,2368,3461
555271861,Photo,Red-headed Quelea,Quelea erythrops,,Louis Bevier,2014-06-10,2014,6,10,1530,Uganda,UG-W,Western,,Kafu Ranchlands,1.5660236,31.9939899,"",Flying,Unspecified,"","",,,,,,,S44478733,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.33,3,"",1600,2400
555271851,Photo,Red-headed Quelea,Quelea erythrops,,Louis Bevier,2014-06-10,2014,6,10,1530,Uganda,UG-W,Western,,Kafu Ranchlands,1.5660236,31.9939899,"",Flying,Unspecified,"","",,,,,,,S44478733,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.33,3,"",1600,2400
533941981,Photo,Red-headed Quelea,Quelea erythrops,,John Garcia Ulloa,2023-01-22,2023,1,22,1445,São Tomé and Príncipe,ST-S,São Tomé,,"ES1 ST-São Tomé (0.3569,6.7206)",0.3568690,6.7206140,Adult Male – 1,Nest Building,Unspecified,"","",,,,,,,S126718527,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.67,3,"",3456,4608
520276761,Photo,Red-headed Quelea,Quelea erythrops,,Rohit Gupta,2008-07-05,2008,7,5,0,South Sudan,SS-EC,Central Equatoria,,"UNMIS Base, Tomping",4.8730312,31.5897918,"",,Unspecified,"","",,,,,,,S125387695,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,3,,1244,1336
508951071,Photo,Red-headed Quelea,Quelea erythrops,,Calvin Harris,2015-11-28,2015,11,28,0,South Africa,ZA-NL,Kwazulu-Natal,,Amatikulu NR,-28.9541276,31.7664957,"",,Unspecified,"","",,,,,,,S107100367,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.33,3,,1515,2170
508393721,Photo,Red-headed Quelea,Quelea erythrops,,Stephen Davies,2022-10-28,2022,10,28,910,Uganda,UG-W,Western,,"Queen Elizabeth National Park, Busongora UG-Western -0.09903, 30.03824",-0.0990330,30.0382370,Adult Male – 1,,Unspecified,"","",,,,,,,S121426698,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,3,,667,1000
508393731,Photo,Red-headed Quelea,Quelea erythrops,,Stephen Davies,2022-10-28,2022,10,28,910,Uganda,UG-W,Western,,"Queen Elizabeth National Park, Busongora UG-Western -0.09903, 30.03824",-0.0990330,30.0382370,Adult Male – 1,,Unspecified,"","",,,,,,,S121426698,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.33,3,,667,1000
508393671,Photo,Red-headed Quelea,Quelea erythrops,,Stephen Davies,2022-10-28,2022,10,28,910,Uganda,UG-W,Western,,"Queen Elizabeth National Park, Busongora UG-Western -0.09903, 30.03824",-0.0990330,30.0382370,Adult Male – 1,,Unspecified,"","",,,,,,,S121426698,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.67,3,,667,1000
508393701,Photo,Red-headed Quelea,Quelea erythrops,,Stephen Davies,2022-10-28,2022,10,28,910,Uganda,UG-W,Western,,"Queen Elizabeth National Park, Busongora UG-Western -0.09903, 30.03824",-0.0990330,30.0382370,Adult Male – 1,,Unspecified,"","",,,,,,,S121426698,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.67,3,,667,1000
508393741,Photo,Red-headed Quelea,Quelea erythrops,,Stephen Davies,2022-10-28,2022,10,28,910,Uganda,UG-W,Western,,"Queen Elizabeth National Park, Busongora UG-Western -0.09903, 30.03824",-0.0990330,30.0382370,Adult Male – 1,,Unspecified,"","",,,,,,,S121426698,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.33,3,,667,1000
508393711,Photo,Red-headed Quelea,Quelea erythrops,,Stephen Davies,2022-10-28,2022,10,28,910,Uganda,UG-W,Western,,"Queen Elizabeth National Park, Busongora UG-Western -0.09903, 30.03824",-0.0990330,30.0382370,Adult Male – 1,,Unspecified,"","",,,,,,,S121426698,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,3,,667,1000
508393681,Photo,Red-headed Quelea,Quelea erythrops,,Stephen Davies,2022-10-28,2022,10,28,910,Uganda,UG-W,Western,,"Queen Elizabeth National Park, Busongora UG-Western -0.09903, 30.03824",-0.0990330,30.0382370,Adult Male – 1,,Unspecified,"","",,,,,,,S121426698,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.33,3,,667,1000
508393691,Photo,Red-headed Quelea,Quelea erythrops,,Stephen Davies,2022-10-28,2022,10,28,910,Uganda,UG-W,Western,,"Queen Elizabeth National Park, Busongora UG-Western -0.09903, 30.03824",-0.0990330,30.0382370,Adult Male – 1,,Unspecified,"","",,,,,,,S121426698,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,3,,667,1000
508393661,Photo,Red-headed Quelea,Quelea erythrops,,Stephen Davies,2022-10-28,2022,10,28,910,Uganda,UG-W,Western,,"Queen Elizabeth National Park, Busongora UG-Western -0.09903, 30.03824",-0.0990330,30.0382370,Adult Male – 1,,Unspecified,"","",,,,,,,S121426698,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,3,,667,1000
508393651,Photo,Red-headed Quelea,Quelea erythrops,,Stephen Davies,2022-10-28,2022,10,28,910,Uganda,UG-W,Western,,"Queen Elizabeth National Park, Busongora UG-Western -0.09903, 30.03824",-0.0990330,30.0382370,Adult Male – 1,,Unspecified,"","",,,,,,,S121426698,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,3,,667,1000
506561641,Photo,Red-headed Quelea,Quelea erythrops,,Josef Trojan,2018-12-05,2018,12,5,1015,São Tomé and Príncipe,ST-S,São Tomé,,PN Obô de São Tomé--Lagoa Azul,0.4065002,6.6093019,"",,Unspecified,"","",,,,,,,S122893735,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.67,3,,580,435
490581511,Photo,Red-headed Quelea,Quelea erythrops,,Dave Rimmer,2022-09-14,2022,9,14,651,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Danville Park,-29.7707930,31.0543303,"",,Unspecified,"","",,,,,,,S120000708,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,3,,2672,4008
490581501,Photo,Red-headed Quelea,Quelea erythrops,,Dave Rimmer,2022-09-14,2022,9,14,651,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Danville Park,-29.7707930,31.0543303,"",,Unspecified,"","",,,,,,,S120000708,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.33,3,,2405,3608
490581491,Photo,Red-headed Quelea,Quelea erythrops,,Dave Rimmer,2022-09-14,2022,9,14,651,South Africa,ZA-NL,Kwazulu-Natal,,Durban--Danville Park,-29.7707930,31.0543303,"",,Unspecified,"","",,,,,,,S120000708,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.67,3,,2339,3508
483410191,Photo,Red-headed Quelea,Quelea erythrops,,Cody Cox,2022-08-05,2022,8,5,1330,Uganda,UG-W,Western,,Bigodi Ecotourism Research Centre,0.4005148,30.4133461,"",,Unspecified,"","",,,,,,,S117089015,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,3,,1441,2162
476444101,Photo,Red-headed Quelea,Quelea erythrops,,Niall D Perrins,2022-07-09,2022,7,9,1043,Uganda,UG-N,Northern,,Murchison Falls NP--North side (Paraa to Albert Nile swamps),2.3370935,31.5123711,Adult Male – 2,,Unspecified,"","",,,,,,,S114996453,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.00,3,,1125,1688
472038861,Photo,Red-headed Quelea,Quelea erythrops,,Paul Lenrumé,2022-07-30,2022,7,30,659,Guinea,GN-B,"Boké, Gouvernorat de",,"Route sans nom, Boké, GN (9,901, -13,845)",9.9014602,-13.8450829,"",,Unspecified,"","",,,,,,,S116214687,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.00,2,,1090,1310
465989071,Photo,Red-headed Quelea,Quelea erythrops,,Eleanor Ward,2022-06-28,2022,6,28,800,Ghana,GH-AA,Greater Accra,,Bojo Beach,5.5076649,-0.3274012,"",,Unspecified,"","",,,,,,,S114697527,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.67,3,,743,881
465988581,Photo,Red-headed Quelea,Quelea erythrops,,Eleanor Ward,2022-06-28,2022,6,28,800,Ghana,GH-AA,Greater Accra,,Bojo Beach,5.5076649,-0.3274012,"",,Unspecified,"","",,,,,,,S114697527,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.67,3,,999,2257
463209691,Photo,Red-headed Quelea,Quelea erythrops,,Werner Suter,2012-04-19,2012,4,19,0,Cameroon,CM-SW,South-West,,Nyasoso vicinity - incl. base of Mt. Kupe,4.8176799,9.6751263,"",,Unspecified,"","",,,,,,,S74798580,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.67,3,,1288,1288
463209671,Photo,Red-headed Quelea,Quelea erythrops,,Werner Suter,2012-04-19,2012,4,19,0,Cameroon,CM-SW,South-West,,Nyasoso vicinity - incl. base of Mt. Kupe,4.8176799,9.6751263,"",,Unspecified,"","",,,,,,,S74798580,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,,1102,1102
446115891,Photo,Red-headed Quelea,Quelea erythrops,,Paul Lenrumé,2022-05-07,2022,5,7,628,Guinea,GN-B,"Boké, Gouvernorat de",,"Route sans nom, Boké, GN (9,929, -13,866)",9.9290984,-13.8663854,"",,Unspecified,"","",,,,,,,S109422535,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,,2348,3046
444705351,Photo,Red-headed Quelea,Quelea erythrops,,Fanis Theofanopoulos (ASalafa Deri),2022-04-25,2022,4,25,629,Kenya,KE-600,Nyanza,,"Kisumu Waterfront (incl. Ndunga Swamp, Hippo Pt. and Impala Park)",-0.1254071,34.7425032,"","",Unspecified,"","",,,,,,,S107994883,"",,,,,Quelea erythrops,rehque1,Species,30647,,5.00,2,Watermark,2289,1852
