Commande_ID,Date,Produit_ID,Quantité,Montant
c6e00963-47fa-4f3f-9414-1a61452fd2e3,2024-05-14 09:10:44.090269,3291,1,1867.03
b9a9e6fb-088e-474e-8fcb-81279e2742df,2024-04-23 14:14:13.335473,1052,5,1243.25
1b6e355f-87f6-46ac-8d9a-04a725091001,2023-01-14 23:31:05.575133,2085,1,3457.15
4c36b3ad-28d8-4b01-8e9b-34cd3fc3c8de,2023-07-25 16:16:40.680518,2729,10,2337.71
8a370127-dcce-44a1-96b8-2ae0cc98eac5,2023-12-30 04:38:57.148208,1795,5,3511.5
20f5efbf-40da-46ac-8428-b9587c63fbba,2024-11-02 21:25:59.896504,946,3,3574.64
9d9756ed-8329-46f4-9100-18452fa5c247,2024-08-10 22:49:10.013230,1698,7,2048.39
5801f354-0d40-4598-a0ac-37c46e8ad642,2023-10-09 21:33:28.946410,3125,8,4628.46
158b0f1a-baf4-46c4-a078-2de436eb4efc,2022-04-07 04:25:42.828339,1274,7,908.18
4d13d8ca-e593-4ad1-859a-ab27b0ca051b,2023-05-27 16:15:17.053271,2494,3,3305.83
45a53d6f-8f02-4a37-a26a-f84779d218aa,2022-10-03 01:19:17.055326,2680,6,2326.05
cde7b6a5-7384-4b80-a89e-242d95d502e3,2025-03-15 13:14:26.763015,3175,4,1439.76
377198b1-eb6c-48e6-9694-127a784f232d,2023-03-31 22:24:50.550329,3227,7,2278.91
4fbcbb60-510c-4864-a593-ca4dfb64b67f,2022-07-09 21:32:01.021502,4073,5,916.13
dd04b2d3-1833-4e6d-a8c2-fd0ff89baafc,2024-02-20 13:40:24.908442,4901,2,3069.23
0ac7eac3-1ee8-444e-8258-47985e634146,2024-08-14 13:50:13.783177,3602,9,2312.64
1ee2ac94-ec81-49e0-bbc2-6d4eb69403ba,2023-07-14 22:24:03.113343,4862,1,45.72
e6f3f529-d525-4d7a-91f5-9e4195605231,2025-01-24 16:06:48.621290,735,7,352.98
babb984b-c1cd-456a-aec3-1496bed84596,2025-01-30 07:39:15.293635,3258,5,3043.12
bad234ed-16c4-4f31-ac6e-266328e4e599,2024-03-07 04:26:02.127741,4542,6,4821.53
c5adeb58-12e0-4bff-9cec-ebf6bbcd04d6,2023-04-19 08:34:31.037786,3065,2,4346.86
1eaccd9c-8076-44f7-aa3b-7837686abc20,2022-04-09 00:26:57.072847,4860,6,3914.83
fd027298-092e-406c-8351-e61e9871390b,2023-01-09 12:31:10.963725,103,5,4527.17
7d45f153-cbb1-4466-9ce7-516c95fae40e,2024-11-24 16:19:28.683914,2403,10,2122.11
b526091c-ed29-4b4a-8794-8783bd13926b,2022-07-12 03:46:06.390938,4642,10,1013.83
758546ae-57e5-4450-aafb-65a4167b8155,2023-07-03 04:53:17.823712,2160,10,3742.29
9d7a744a-04ee-4670-be4e-3ef6fd67906a,2024-08-03 01:51:28.242129,2629,6,4434.22
7823d492-3953-4800-a70a-af607fbf7b8b,2024-10-27 20:29:23.774469,3259,2,2498.67
7c1d8734-113c-4df8-a551-c82e70477bb0,2023-01-31 23:05:38.725565,4775,9,329.06
08df71ff-e288-4fed-8a05-9c12ae16e2c0,2022-12-17 13:40:08.665495,1327,1,2643.05
a0933323-c0a2-4719-b744-fb9697b44fa5,2023-02-24 15:15:58.401565,3646,2,2350.22
77b50b0d-6518-4986-85cf-bafe755b3d6c,2022-12-13 16:51:23.346410,1884,2,557.93
091a9744-8be6-49cb-be9f-c08676ea3db1,2024-05-24 19:58:44.759400,1620,6,1864.8
52c09b02-ee0b-441f-836a-920b3fb2f8d5,2025-01-19 06:24:23.510445,2365,1,2305.25
1a962942-ec95-47f0-bdd6-df740076de9d,2024-05-19 01:49:33.933118,1988,2,1163.27
ebd73873-d2fd-4706-9dd2-f54dc2337568,2024-09-01 12:00:33.410261,508,4,1062.99
efa2a5e3-f038-47e9-86c9-6c0c96ed4adf,2023-02-13 22:45:28.312793,4232,5,1615.49
a10400b7-c63b-4ed8-aec7-a7709761c219,2024-02-04 23:51:10.853635,3801,2,3639.38
a0406ba2-3e47-4b60-bee2-6a1a5b385260,2024-04-30 02:32:51.858188,3028,9,854.58
090072b9-da93-4be6-aca5-e753b7ca7055,2025-02-05 12:13:59.111129,3664,5,1265.21
01e824e6-54c3-4472-aae2-bc47703e93c0,2024-12-16 13:34:16.305702,1432,9,2357.23
ef8ce0ee-f87d-4294-8f8c-7f2b69710ffe,2022-12-02 03:19:27.708995,565,2,4899.25
ce73f21f-8e84-4ab5-80da-1708e87eaaa3,2024-10-18 23:45:27.600423,819,6,237.68
5434e052-feca-47c9-97dd-7a2aad4b8bc6,2024-02-28 12:23:06.024837,2349,8,1021.81
4c35735e-689a-4144-9c49-be5abbe2b264,2022-06-23 01:21:36.669956,1630,10,1570.33
a0bd4343-a721-49ca-9f37-19f797a5e6a0,2022-08-03 02:26:55.801936,2375,1,2595.04
20de403d-e5e3-45df-8abb-de3a693de3bc,2025-01-10 00:14:09.068982,2934,3,3174.85
fac44595-0585-463a-bddd-d0547707f216,2024-08-28 08:30:40.342925,78,6,3282.18
cfc2596f-075f-49a3-923b-b42021c30920,2022-07-31 16:39:20.812319,2259,2,1707.62
494e3a6a-949c-480b-874e-6828c971db05,2023-05-31 18:51:51.822361,3312,2,4760.7
ed599cd9-22f6-4bf7-9d96-b24a5c5c275c,2022-09-08 11:57:54.283749,3580,6,3274.06
3bae94d4-5122-4502-8086-825a328e4594,2024-02-26 14:44:45.620785,502,1,2696.48
e4b1f157-92e0-4a59-9e70-cc0b9761c190,2023-05-02 05:36:00.054880,4303,2,1885.19
be5ed55d-acbf-491c-bfe7-d64ab59c479e,2022-11-27 13:46:14.151119,4614,9,3457.34
299452db-4553-468f-bfd9-21a2dc5fecf4,2022-03-25 10:10:07.204234,3495,10,269.13
a156e740-1610-487a-b56c-fabfb7251012,2024-06-11 17:07:51.313145,2991,4,277.1
900bde20-1b94-4481-8356-65ac600553e9,2022-09-08 14:13:22.874918,2246,1,4074.28
30be9740-effb-42db-b8ff-17834dbd6a8c,2025-02-21 04:33:31.169110,2109,1,567.86
f388e255-eca8-4185-94fa-3ae25d656b17,2024-03-01 15:36:26.589020,776,4,2255.86
efca6b21-4d3d-4157-9add-60b4d7f671a7,2025-01-05 23:17:12.292964,1372,10,3959.51
62ac6c28-f21e-4532-ae4e-92ddf14bc631,2024-04-23 17:07:22.644571,2728,1,876.04
0490fc9d-f0ba-4d28-9805-ef9215172d45,2022-09-07 15:23:21.282194,3812,7,1797.15
868fde8a-f00c-4da9-aff2-13c55937ef18,2024-08-02 13:02:55.693515,1938,9,4898.37
a7988d81-7f3e-4c3a-9d0f-419407ed46cf,2024-06-18 00:55:39.070175,1810,10,3522.57
80edcbb8-8fc5-4333-a846-e13afed0f61f,2025-02-20 08:04:40.021244,540,7,2710.63
c2648c32-bf37-421c-8c56-cc91a369cb3e,2024-01-02 06:54:13.991637,2101,5,3957.47
709f861d-48ff-49e0-b7f6-70ac012dacd1,2022-10-03 09:48:55.374777,2172,9,2092.94
526d2c3d-7949-4858-aa51-cee3b3594828,2022-10-13 22:21:25.482564,2632,9,3629.15
cbd3ee3e-d0a5-4203-8f77-ba9587f8ff46,2023-09-01 00:41:07.738284,1010,10,4342.9
d32b99ed-2cde-4fe7-a3a7-520877f91083,2024-09-05 15:47:17.529003,1155,10,3488.77
daf6b635-f21a-4578-9a0a-3d0293cfe7b1,2025-03-05 15:51:24.266012,2266,2,3637.78
5efea9c0-0b6a-4739-a035-c1f149d53b53,2023-05-29 16:03:17.944998,3257,6,3536.12
c8dd91a9-ee2a-4099-a9ee-5d369e863e29,2024-09-29 17:39:27.132416,1347,8,4165.87
acac07a9-6c64-401b-ac29-b5aa4fde45c3,2023-10-02 14:15:42.921222,4460,4,4984.46
f3ec483c-bd7a-45b1-bc8d-024e7f10604c,2022-07-07 10:51:27.758558,3723,9,2764.24
2e61507c-efcb-46f8-9fc5-41d77a55c6d6,2022-07-13 10:38:16.891962,2009,9,1761.0
2559acee-1651-45f2-b7f3-51b97806301d,2024-05-24 14:50:02.311131,4533,2,2421.23
0d46522e-57a0-4150-9581-0c49467f40bf,2022-03-28 19:37:09.735939,4126,5,256.04
6f6c9ace-a7c1-46d7-8266-7f579461e525,2025-03-02 23:17:57.540150,4969,8,2691.41
0b295d85-2bb4-4d64-9f1a-3d21116e3170,2024-09-19 10:41:50.164373,1645,1,4932.35
f37692c8-7d60-4f8f-9197-caa94c702541,2022-10-15 22:35:05.427987,4831,7,4969.47
4b7df0bb-7d17-4c46-a7dc-6b750dedf925,2024-01-01 00:41:11.142073,1723,1,2873.88
92fcda8a-6ad6-4203-92f7-55471a8819d7,2024-05-26 07:22:29.587334,79,6,1642.33
c225782e-0b57-442f-be11-a21b7819bee6,2024-11-11 21:17:25.991424,3748,4,446.83
3129e226-35ae-4f87-925d-6e2f96819ae5,2024-03-27 15:12:37.409394,1764,6,1898.28
c364196d-f309-46bf-8f12-1ab7b9565b07,2024-03-30 11:09:32.820301,3994,9,1707.59
7daca91d-6064-4686-a0e6-a788b8398840,2024-08-06 11:26:18.615343,4705,8,3796.21
97f5f143-a534-4e49-8751-e6d7d118d609,2024-09-25 05:49:59.935845,2987,10,2819.36
00cb4153-5858-463a-9c16-c39bd043f664,2023-11-15 19:42:27.141491,81,7,4081.28
d6c8099e-7bc4-4b71-a7f0-64bd9b7c4a98,2024-08-18 21:16:48.737968,594,1,1479.52
8d662abe-1a2b-4d87-b4dc-a945a21049f7,2023-04-25 13:34:14.044707,1804,9,2176.13
2ab15ff6-0164-42e2-a6dc-813591e8abc9,2024-01-20 21:52:02.514218,887,9,3905.06
dcd91ec6-e959-4598-9b2c-ef3b2967e09c,2024-07-20 20:58:32.160227,4123,2,2387.75
1cf31713-a45d-4e75-9bb1-b76bf1c18f66,2022-08-02 02:52:58.339915,1273,3,2350.62
2d86440d-c3f3-4431-86c1-e191d490f931,2023-10-22 20:48:22.538718,4855,1,4754.05
19d6131b-3949-4c27-9b59-5ef52ef042e0,2023-10-24 23:19:43.908842,2097,9,4348.47
6b0233a6-a3a4-4638-9a28-7e5565c791d2,2023-07-10 02:25:01.815625,1164,1,3196.53
1cffc0e7-780e-4dbd-873c-32f00df6598c,2024-12-06 21:39:37.562059,3316,7,686.0
ce393686-2bc2-4d00-92bb-6f0442a6c38d,2023-07-29 16:07:39.796805,3318,1,2255.23
b366f1f8-b7a1-4366-9e56-543c53e98c0e,2023-10-05 03:04:34.927486,2657,6,2751.18
9f5f2541-ea8e-4287-b9d5-ed50373a79a0,2022-04-16 21:55:29.924365,3459,2,1946.41
b4afdb43-d803-4eea-892b-047781897fbc,2024-12-22 16:39:54.799547,636,4,3685.54
7e0c980b-e73b-48d0-8b90-1ca257a998e5,2025-02-03 17:19:29.949768,129,5,4544.08
751c527e-3302-4f7c-9fff-9a135a664305,2023-08-17 06:09:58.343930,1181,5,2178.96
b6a9b422-9381-4677-b4b8-c1d14d68c5f0,2023-12-09 14:40:34.138212,1664,9,4383.99
3f28cf4a-f530-40ab-bd38-fffb53aed1ff,2023-03-08 14:33:58.361894,2098,7,2806.47
add1bbfa-6fdd-4fff-b4fa-dcfc1512e7ac,2023-09-17 00:49:09.499444,3663,1,3788.94
402093b2-d43f-4531-8acf-fb38d3a56034,2022-06-23 21:47:54.824436,2124,3,2837.99
b76d60d5-1b8a-4a76-abb1-fe5beb82aa0e,2022-06-06 20:06:29.012328,2487,4,4078.75
cb9a5073-b7cc-40cd-aaf3-b8921fd863ea,2025-03-10 02:19:02.862226,4613,6,2880.94
797a130e-9621-4b9b-a4fb-9cb2c4756112,2023-06-22 10:39:29.385980,1474,2,941.84
3694e2a4-f291-478c-b1c4-6c17b18b01bc,2023-12-03 08:51:10.760690,1624,7,4303.88
736c009d-8d30-4bfe-8989-7db847cd52e3,2024-10-23 15:51:48.182878,1936,5,1475.53
40334aaa-6c23-44ab-b1bf-9dff96ba16e8,2024-01-24 17:13:24.727071,4250,9,2187.83
d508094b-b55f-4a25-88b8-363aa9ccf651,2024-06-19 15:57:07.982598,1437,4,1247.41
b638a026-c528-47db-add5-2974129be743,2022-04-07 11:33:50.094656,3901,3,2406.37
a5a7ad0c-8ded-4198-925a-dfefdb410f31,2024-08-20 00:29:03.274093,360,4,668.38
cb72ba7f-c92b-4dcb-9b71-be86ccec6541,2022-05-10 08:31:19.628574,3253,7,1474.81
b09bc7e7-9037-4918-aaf3-061b6a1be215,2024-12-07 15:21:47.492273,358,5,1141.94
e87bee48-0ae0-4865-945e-4aee7b36cb01,2024-02-06 21:25:16.542283,1385,2,2640.11
a600eb52-6326-4a6a-b039-1891faf32319,2024-06-15 15:29:25.341257,822,3,1726.08
a5478f1f-e6c3-421d-a3bb-eecd07c44470,2024-03-30 06:29:33.542438,51,6,547.35
01ec9658-3afd-42e1-a374-c4fd30ffb094,2025-01-19 03:18:43.958337,2077,4,2622.78
e0b45e3c-780c-4b92-8aee-e8cf80ab5be5,2022-09-06 11:37:07.102762,2760,7,706.09
b6a56c68-0b1c-4568-bec0-5205718bc4f5,2024-10-30 23:08:19.586693,2414,4,2307.54
493dbb02-8ec4-4fd4-b5ef-488a5bf844e1,2024-07-04 22:15:02.057245,3755,3,4137.99
48936863-10e4-47b4-a789-045484fe0644,2023-12-01 11:51:04.940668,898,2,1014.71
28b3fd52-2418-42ab-abe3-b1f4a40eda28,2022-06-11 16:47:58.295280,4474,10,1052.63
25dc2c7b-aef7-4079-aab7-61a03477d3dc,2022-09-02 18:02:07.787778,2632,10,29.27
75adfb6f-0597-4d51-ac31-6c6a3d774cd2,2022-08-27 04:23:48.476980,3950,10,957.81
0d7eace4-0a6e-42a8-97f6-a156999aa664,2024-01-13 11:09:54.591953,1511,2,3303.61
082f6446-a224-496b-9ce6-13380c730403,2024-10-04 05:32:17.051883,1226,9,1474.78
f5824c4b-53f6-4b48-91ad-74f4c382b9b5,2024-10-31 18:33:43.976953,2337,9,3034.74
2bd6215e-ad11-47ce-9dcb-72291a826843,2022-03-21 19:13:17.217722,3844,1,2534.57
f95546eb-5898-4303-81ce-e433a0e30204,2023-07-07 13:16:14.990393,2791,6,345.88
80f173e6-c482-40c1-a40d-e7944e50a42d,2024-05-15 13:51:12.714242,1641,7,201.46
9ff610c7-ea54-459c-82cf-2e5a3556d92f,2023-01-17 11:01:12.426839,301,6,1080.61
40af0ae6-01c7-4340-82b4-59e4e7f0e234,2023-10-22 10:19:03.529902,2364,10,1677.52
b1fba558-1a68-4f76-a644-3fd6c69e82c2,2023-03-25 15:06:57.992201,2776,1,4313.8
87785d91-04bd-4784-b3d6-c4caee6670f8,2023-09-13 17:32:25.700404,4365,9,2046.96
e9cc2a6f-8f27-4b84-88eb-ca5e480c1253,2023-10-06 09:52:33.181496,3044,1,3645.73
4ddcfb23-b1e1-4aba-8b6f-d605081669c9,2022-12-05 02:20:01.007509,4671,5,123.23
175a793f-92ed-406a-b5b9-ac885d29a1e4,2023-01-25 08:01:24.725280,1414,4,772.96
b6b821d6-7c94-4b99-9d1c-41c8268bcee3,2024-12-25 08:06:51.006947,3270,6,2293.24
e8251194-a418-4ec6-91fb-9d1eb6d17780,2023-09-05 10:21:13.980834,2813,4,1813.55
45af2211-46c5-4ecd-bb73-a867842be6e5,2023-01-28 14:53:51.891446,2336,3,759.96
d0d94c0a-1a1b-4ec0-8850-1a434e8e7c42,2022-04-19 12:45:37.194275,829,1,4998.46
786d1b7f-2b72-426f-aec0-833ab82a6e8a,2022-07-29 07:45:54.421507,2683,8,4297.03
9701af56-f6b3-415c-a129-3e2152fd1d97,2022-07-17 20:57:18.249188,3824,4,756.39
590e0d95-694e-4cad-a749-0a7be50e37f1,2024-10-01 06:22:00.584176,1176,9,2566.16
6e4901d5-a0d1-40f7-ba02-f1a1e95ba6c6,2023-10-19 08:57:11.722290,4288,1,4144.65
8ec04027-114a-4a66-a21a-8501d5a4dee1,2023-03-27 02:40:55.002442,3372,3,3853.68
49e01ff9-6c1e-4781-ae7f-7dd702eb0830,2024-04-02 19:35:15.625656,712,10,60.16
6a49c924-f396-4c58-8eea-47f4dd845d5d,2023-02-04 01:35:29.351231,4322,5,4186.31
f16a1745-02dd-439c-88d1-8cbb86f73cda,2023-05-04 19:43:36.064867,2850,7,446.16
8659f9ca-5352-4ca8-887a-9dba29510aba,2024-09-17 19:50:00.230725,3404,6,4986.85
70425157-dea5-4495-9665-67bc92943809,2023-10-17 01:21:10.111010,4061,4,1163.07
ef179250-1c01-4bfa-b1e4-4e347d7be0be,2022-12-19 07:15:58.987177,4761,6,4487.96
33945b11-35ad-4e66-86cc-b9747edaa903,2022-10-28 21:05:13.420160,2001,4,1608.37
6b39b4aa-a9dc-4bba-8784-a9330204e450,2022-07-03 05:39:26.450591,4216,9,1664.46
94ee738b-6c8c-4dd8-b616-61e94653a348,2024-01-22 10:19:48.685502,1589,5,2177.92
b4e4a716-9718-47a0-96c5-90bb09b9fc8d,2024-04-21 04:13:01.207235,3612,5,2915.66
37599760-b0a9-4a39-8fa4-9d982895e837,2024-09-16 08:09:22.444134,2213,1,3254.02
b90876a0-dabb-4603-ac56-227cd5c1db40,2025-02-28 17:54:54.019631,1168,2,463.12
a7c7c7e9-34b5-4deb-a1fb-c720414530c0,2023-02-05 06:47:46.972206,4842,9,392.0
37eb86be-3e7a-4f35-a69c-a3091128e206,2023-05-17 14:26:53.828758,2850,1,2554.05
dc3ccb6e-9d39-4596-9e16-495d994fb84b,2024-09-09 06:21:56.149466,738,5,3354.92
e36327f6-1887-4e9f-9db5-37e3a34bf91f,2022-07-03 06:50:36.949254,488,7,2694.65
ef075731-3752-476e-82f4-186fb4a0699f,2022-10-07 00:38:20.446334,3779,5,3378.49
1a5080ee-205f-48cf-b9ae-b868fad9d13c,2023-01-22 08:10:19.442155,3347,8,4934.59
150adf15-f2b4-4952-8a56-0d0fd84fe92d,2024-07-01 15:51:05.003216,3219,3,3405.08
6b2179be-f604-46b0-b262-bedee6869b01,2024-06-10 02:02:49.368780,1066,4,3422.73
1a64939e-bce1-4c2a-a4ba-1f9e35df6593,2024-07-11 22:18:23.038278,4891,8,2098.21
eb94d8af-849f-4dae-8161-cfd10ff3ad12,2023-12-09 17:33:49.298645,3997,7,2611.87
3ea2574d-f615-4afb-b596-0b135c785c37,2024-08-23 01:37:41.691977,4874,4,3633.39
7c35d81d-80b0-4d57-902d-e04295a1fddf,2024-04-28 16:06:43.692096,3920,4,4892.01
dc7a6d5e-39c0-4319-8cab-eb8fd632592d,2023-12-17 17:28:44.561948,1815,5,2277.6
b80abcae-4b54-485b-86c5-121b7ad801d9,2024-08-23 17:42:04.799274,2389,8,4317.88
a467b58a-ffd4-4103-9551-91aed5be3afd,2023-09-17 15:29:19.932930,215,1,4366.55
cac5c6be-dd50-4ebb-a4d6-99f2f943b554,2022-12-09 21:34:44.048382,1164,4,2504.38
9fb4e88a-eaea-488f-bf3b-cfe5715ccf9a,2025-01-08 08:15:38.149305,929,5,3776.29
d3c9631a-dede-4eb0-acd7-449cfdcea528,2023-02-03 07:47:45.501729,501,1,1773.12
369f39fc-aaae-44fc-b614-f15fddb42523,2023-06-02 14:05:20.171134,3996,1,4031.82
42d7d513-b878-4303-ad1f-9fbf51827321,2023-08-13 17:02:13.106159,804,4,2805.72
2eed2b5c-0942-4d6f-9871-beb80110ee75,2024-05-11 14:05:55.717715,2346,5,3637.19
e24d4978-e67d-4180-80b6-9496a646b0da,2023-07-10 06:51:19.748640,4386,10,4191.12
a9533e63-e8cf-47b6-a9a8-aa0896b6f7bb,2023-09-28 17:12:38.497615,3027,8,495.2
8c49ce46-c4f0-4230-a619-5885749148cb,2023-07-01 09:11:39.662640,4783,7,1785.51
71c5f8b9-dc71-4624-8a30-ef703095b711,2023-10-07 02:14:28.646697,2244,7,1970.57
fbc15576-3dda-4072-bec1-a9fa604dfded,2024-05-20 09:19:26.931866,4800,4,789.12
b4432949-7653-46ae-8d7b-755712826970,2022-06-13 09:48:31.683505,3685,3,1371.25
e81b0d1d-b7f6-4994-9e1d-3db86122cf47,2022-12-24 09:00:11.928943,625,8,4187.37
9504d9ec-5987-458e-9757-72a150800029,2022-07-21 15:47:58.364507,2460,3,3065.22
6d135a29-773e-4285-9fb0-ed50c41f2d0a,2023-11-02 18:12:09.879110,4436,2,14.88
2635d6ee-5812-4670-af13-b43e8ff8e22b,2023-12-10 23:11:16.875682,3550,5,3066.43
23847ea8-8713-467c-b058-90387447e6d4,2023-09-15 01:33:45.860211,4666,1,2464.5
040364db-c059-4a53-8fdd-abd40f548bea,2023-03-23 09:14:37.653587,3028,8,1492.19
07936dff-7091-4397-a03d-77ba52153d54,2022-11-17 04:58:01.622409,1817,1,1147.83
821d06d9-8721-4c87-b26b-8c0eff568be9,2023-05-31 19:56:53.600563,1220,6,4383.34
04093082-fe51-43c5-8391-86f848b4cebf,2022-08-12 00:02:48.198900,704,7,3478.51
6690c04b-1b84-442d-8dc2-23029c584d81,2023-11-18 17:02:11.887491,7,2,843.52
072a9a93-8ff3-4cf2-b6c6-d40a5f02a7bf,2023-07-28 18:19:28.757586,4948,5,4093.63
1471849e-a7d3-4568-8be8-15c4084c0018,2024-09-20 02:03:00.184561,210,4,1273.83
1a7fcbcb-346d-45c6-b3d1-8298c5983715,2024-12-25 14:19:54.179599,162,5,1735.79
15278d98-566e-4d31-9462-579b8bddfcfd,2024-11-26 23:22:49.968347,64,1,384.82
cfe50a62-eb84-46fb-ba44-aadac2225311,2024-01-07 21:03:42.487499,962,10,1271.02
8dd73ee6-5c86-4d5c-a50a-f6f7d0e8df02,2022-08-27 07:22:55.649883,1801,3,709.8
d5dd2944-97d8-4850-bedc-d6f80955eee9,2022-08-27 04:29:34.428244,4586,8,1971.77
4d7423b2-ba44-4802-af39-82ba8ac28bdc,2022-04-23 11:24:19.866460,3104,5,4377.37
6b829986-4822-4477-8960-c31364ebfe66,2024-12-03 20:43:27.570814,415,3,1286.26
fc3d1d51-cfdd-4f37-abb8-6eb106073f50,2024-11-30 02:05:29.610835,4877,6,4516.48
b9669e38-044f-4b4d-ac4d-4a05f1dc7ffb,2025-03-09 20:53:01.641757,233,2,3552.64
bd262e11-824f-4f71-a24f-0ca7c81bcbeb,2024-07-25 16:37:33.602525,1790,8,148.17
ecf1f82c-9145-474b-a011-fe60262ae81d,2025-01-17 14:40:32.705532,3197,4,440.86
cde7dfd7-9d49-4fba-b9ae-c0cbff476cb2,2025-01-23 22:43:36.377380,1158,10,2733.42
1a4096d0-db6a-43b6-aaa9-18f90de1f428,2023-11-10 17:52:36.361253,2557,6,3003.38
e9bfcafb-0592-4254-a632-e7a37ffb6069,2022-04-28 03:47:19.644817,1681,4,3148.03
8874fbb8-eb37-4a11-b40c-86b47902f706,2023-12-16 22:41:54.111880,1236,6,3568.48
653d2bd2-7922-4f6b-a92e-b20e5762d2f9,2024-05-25 07:34:06.675428,3410,5,2199.79
4e82ac5a-bcc7-460d-b05e-3218ab2df422,2022-11-03 01:11:09.252534,1516,3,3588.34
b0f55596-1162-4e38-91af-4ec4470001af,2025-02-04 09:46:19.899366,4311,10,4685.69
0aae2e09-20ac-411c-87e0-962cd2c960e7,2023-04-12 10:09:47.055920,3408,4,4652.2
25415f4c-2bad-4ae5-b1de-288220e3370f,2023-06-17 01:32:25.295279,3113,9,760.81
4a19beae-e212-438d-a92a-127b5327f3ce,2024-08-11 19:52:47.362527,343,7,1545.53
a6a155ce-8a88-4635-9684-51b5eed12459,2023-06-01 12:05:46.858105,419,10,4753.9
7695145b-f49c-479d-9d12-f8deb3b34b77,2022-12-05 16:01:27.822933,2351,3,267.43
61c604c2-e643-4e89-9040-a68777b09600,2022-09-17 00:47:59.987212,3444,3,3751.87
0c523321-ae00-4207-a0c8-c1bef109e232,2023-11-05 03:43:44.497920,536,3,3237.45
4c54ef70-0229-4473-9da4-1e44e1243dda,2022-08-26 04:55:30.338962,4322,4,716.28
07b332ae-2bb6-4810-9230-82de6bc9333c,2025-03-12 12:47:10.653872,4566,2,1023.81
a2e03cba-e286-48ef-8d43-6d70bfe4a3d6,2022-11-09 01:35:40.741140,1705,7,4210.06
7568e4ae-8eb7-44ff-bfb6-39789eea4980,2024-10-31 06:11:01.428607,4698,4,3630.21
1e311cb7-b44d-44bf-877d-5800e5cb4a4e,2023-02-08 05:37:33.538879,2621,1,3884.35
d953f39f-426b-44d1-a1d8-099db219729b,2023-02-13 05:13:54.362254,452,10,4888.19
8aafcfe7-6d72-459a-909a-2abafc7138e3,2022-09-23 12:55:04.441954,3538,7,1243.0
8e17b20b-6b92-41d0-b65c-c71cd7d64800,2023-08-04 15:40:59.900532,3587,3,272.25
c9ac88f5-ff8b-4ca0-8255-c74078c81329,2024-10-27 19:40:02.219972,945,3,4484.74
70af0c6d-7e08-4317-aa9b-d8326ab052dd,2023-04-09 18:25:17.559452,1247,9,3142.96
e8a796aa-3fca-428b-b976-e20ab402ba1b,2025-03-03 01:08:52.278857,271,8,467.37
692a9528-7a3e-48bb-9b3a-c170bc08d97b,2023-09-20 01:06:02.401867,2878,5,1033.53
da34098f-5bd1-4522-9974-984c4b2daac1,2022-10-21 14:10:04.841630,2518,4,1302.52
2ee4cf94-9d1c-437c-8912-97410d81e1e8,2022-05-05 16:11:37.894645,866,9,4703.9
2c4edc97-3839-4bcc-8fd6-9be076195de6,2023-03-08 23:10:49.958143,2995,8,3995.42
eea6b3d7-b68d-4e96-afaa-546594df2dea,2022-08-20 07:26:16.092512,1990,1,783.7
ccd6fe65-95a3-40bc-8eb6-7cb6e4c40bb6,2024-10-29 15:02:05.008847,4309,7,4134.22
6594bb9c-730c-41da-9b48-489529a61cc9,2023-09-15 11:51:44.905007,1852,3,1920.5
80330aff-d063-42c3-96b1-585eb723e886,2023-07-20 11:56:55.685193,4817,4,3703.17
96fcd7e2-c04f-4c00-80fa-5c56499fe1ab,2024-09-30 03:42:49.051978,1689,4,3551.57
16835698-cd97-44fc-9556-bf3cbaefc654,2022-04-22 04:16:43.015449,402,10,4011.19
02b38493-3b75-4b81-9e02-b760c6a75a6b,2025-02-04 23:42:39.505980,454,7,3185.93
5a54dc8c-1955-4613-b416-ca0debafea7d,2024-08-25 14:13:40.942098,2580,3,1497.68
a715d3c9-5351-493f-8b32-814f49b45585,2024-02-12 03:19:17.488524,4643,2,579.69
bed06931-d530-4929-adbe-81ff7ef5bfa1,2023-12-17 00:59:07.984427,1728,9,1150.23
6b112b99-0c30-4b27-b700-de5326b20722,2024-01-15 05:42:27.907151,2595,3,2023.13
9534c4d6-7d57-466b-9690-1a354699d859,2024-09-24 23:01:19.431994,1228,5,137.56
0be43238-4ff6-4b1a-bc1d-75c1ec5d72ea,2023-02-04 09:35:42.974488,1188,4,118.21
a53c2be6-e4e7-4d24-99d6-f0950416c72d,2023-09-27 08:25:22.327050,4687,7,4519.67
0263d2c1-0beb-495b-89b1-464e826de87a,2022-03-20 17:42:34.008962,4509,3,2309.18
695c9333-4a00-4e2d-b064-bf2c338c98cb,2024-10-16 21:00:00.741624,2062,9,4180.99
0c22610e-03b5-4561-8dba-d36738d96279,2023-01-01 04:59:39.944926,4460,3,1388.32
5da32be9-4a34-46bb-aaf2-9e2cbdedb3dc,2023-02-24 15:46:32.935576,1960,3,3964.42
45ef492e-398a-4689-a074-d9e95fd127a3,2022-04-23 04:33:11.194224,1766,3,3415.93
59e35ac9-ead1-4561-9ce8-e622fba91f5d,2023-10-11 03:15:46.494920,3929,7,4858.21
d06a5084-3cbd-4daa-aedc-7de2aa86bdd2,2024-09-12 20:51:59.693599,3473,4,3118.09
351881ba-3e15-446e-8041-d0b4e2476079,2023-04-04 08:46:56.225394,1650,9,3318.01
