Session ID,Date/Heure de clic,Page visitée / Action,Utilisateur
sess_236,2025-03-01 21:11:30,Ajout au panier du produit 41,212085ffb12b1fcceae77e72724d075f356538c42a4d92950aaa3b43d558676e
sess_266,2025-02-12 18:01:30,Visite du produit 44,3be24e5f7650d4c778b2359130d1854741a2ef1b488bcdcf8800c102cc47b118
sess_061,2025-01-04 21:11:30,Validation du panier,b5b4462ef408af82f69efee12d18196cf2140976bdd6ae11d292e01a175c1ab3
sess_182,2024-09-24 09:33:30,Ajout aux favoris du produit 28,b0c65bae406373710a28c37f14162181f81e6bfa9f31a1fdac0fc6c24e9a5b25
sess_265,2024-04-23 06:36:30,Avis laissé sur le produit 9,ff9f6a2a6cd5114a1e89cf7e3065ed6626649574afed56abc5e11c7b118aaf7f
sess_796,2024-06-07 00:21:30,Ajout au panier du produit 5,eda7052abd3aa839163786c2e99ffe84c9fd9f8556bfc61207212d7719727f9b
sess_968,2024-04-20 19:48:30,Connexion de l'utilisateur,ff9f6a2a6cd5114a1e89cf7e3065ed6626649574afed56abc5e11c7b118aaf7f
sess_647,2024-05-02 08:02:30,Déconnexion de l'utilisateur,ea4089dc52f18970104a668603c3d92c36436c40ad557624ad29eab584b914f2
sess_974,2025-01-14 06:24:30,Visite de la page about,da48ada71098f8306455a3bc3b425b2a494826a85846e27c65fcd30931a0ca72
sess_671,2024-07-20 08:38:30,Modification du profil utilisateur,b679e9ff72c52adf5e66bd74fc4999005d9a2a57eac35cda0a5d06dc4a55b4a2
sess_980,2024-03-29 16:00:30,Validation du panier,edfd91e63333b1afbbee6997af433ad3dc28ac1e5ac2f6d105eb8deaa210ac99
sess_293,2024-10-29 12:58:30,Partage du produit 28,57622bbc241b9967d78ab93351bd729ea2c0e773d94eda5be2a82fa49930ecb3
sess_828,2024-07-19 22:46:30,Modification du profil utilisateur,6f1a17f91bb3a79eb9f5a989e3491b79a8990503a565311a43deb5c6e15bc6bd
sess_356,2024-09-07 01:51:30,Recherche de 'airpod',3be24e5f7650d4c778b2359130d1854741a2ef1b488bcdcf8800c102cc47b118
sess_957,2024-07-23 17:00:30,Avis laissé sur le produit 3,eb6fbe30cd9d94172436aa08874df77b0c61deb37d1764aa6d48925206c0df91
sess_506,2024-09-16 03:51:30,Ajout au panier du produit 7,34bafbdff6ea5f858b4f9be992462291bf61c9f8e6d017317c1e4b1f703f1b06
sess_474,2024-08-05 08:27:30,Paiement effectué,78aba687cd2d054fae90c4db0cb9667d5336ea6303da8bca7cdd36575f3a9465
sess_400,2025-03-03 15:47:30,Ajout au panier du produit 0,db1a12d06d8ff0e81cc63cbfa58bf106bf9a500616d26ccd10a6643cd12ad298
sess_726,2025-03-01 14:54:30,Recherche de 'téléphone',541232e2ec5c4ccaf8562e52e48417dc9b6bcfe02a4241921d3e1ae9252a78b7
sess_006,2024-04-17 20:25:30,Avis laissé sur le produit 16,aff66436d812f8fd0150afbd2cbc0dd89e693961a48b0356087c669100f8863b
sess_203,2024-08-08 11:19:30,Recherche de 'téléphone',d6fe2ec0f10e54c3d114df61e3fa0380310a43b2e109056bc9fc4908d5609160
sess_954,2024-09-13 21:48:30,Connexion de l'utilisateur,e108eb775c8275d9a75217302030aac86693458c49c2a3812f55fbeefd557b26
sess_282,2025-01-07 09:24:30,Ajout aux favoris du produit 3,8dfdb88af4c2bf546ab916aa481ac76d7e3f680ff519c79d2b4aeba56aa64961
sess_891,2025-02-12 19:07:30,Validation du panier,c4e485c5c5d7e18487bee9521368a40e0415b1f0572c2207e799eca867ce4af4
sess_491,2024-03-31 06:27:30,Paiement effectué,a4b8440a6eae00a9d488c8c0c092cbd37d9c712320eba1494df29a5b3cda8de9
sess_126,2024-12-31 09:08:30,Partage du produit 27,78aba687cd2d054fae90c4db0cb9667d5336ea6303da8bca7cdd36575f3a9465
sess_795,2024-04-19 08:14:30,Partage du produit 4,c4e485c5c5d7e18487bee9521368a40e0415b1f0572c2207e799eca867ce4af4
sess_154,2025-03-03 23:46:30,Visite de la page home,6f1a17f91bb3a79eb9f5a989e3491b79a8990503a565311a43deb5c6e15bc6bd
sess_616,2025-01-06 09:45:30,Avis laissé sur le produit 27,6a0eb9c8b9bde468d867d65ce5f8a90a08ccd780a1a188074dd4b6689f36abd7
sess_859,2024-12-19 09:38:30,Visite de la page contact,7fef67e8b9f2512e8396ea60baa11ef17989d399b7ea45d94b2c85a4c52941c8
sess_542,2024-10-24 13:54:30,Déconnexion de l'utilisateur,34bafbdff6ea5f858b4f9be992462291bf61c9f8e6d017317c1e4b1f703f1b06
sess_665,2024-08-05 17:42:30,Validation du panier,fbf8bfcfe4d026208920d66a6455bc2afb7cc40ad473bfbf675a9ee951506d66
sess_566,2024-07-25 06:08:30,Ajout aux favoris du produit 11,960aaaacc55b98efb587745eff7a96a51b13f7466ffaafc6af8cd99588d742ea
sess_908,2025-02-13 14:00:30,Recherche de 'robe',b0c65bae406373710a28c37f14162181f81e6bfa9f31a1fdac0fc6c24e9a5b25
sess_197,2025-01-09 12:59:30,Paiement effectué,1c2cec4ecd9292b35f058951de816c1842b807b0408cf15468930771662f4055
sess_634,2024-10-13 05:41:30,Partage du produit 47,e108eb775c8275d9a75217302030aac86693458c49c2a3812f55fbeefd557b26
sess_650,2024-09-24 15:37:30,Recherche de 'ordinateur',bbf5e93a19056edb54831cb2edb3f7e060831aa25a56b2ca5d741c9d501c0af1
sess_533,2024-12-09 21:04:30,Visite de la page contact,c4e485c5c5d7e18487bee9521368a40e0415b1f0572c2207e799eca867ce4af4
sess_972,2025-02-09 22:51:30,Déconnexion de l'utilisateur,fa7934be6180e0a12eb621d7970f7d1bfc2084491ec4d527d94b3d52006a454e
sess_890,2025-01-02 17:12:30,Modification du profil utilisateur,edfd91e63333b1afbbee6997af433ad3dc28ac1e5ac2f6d105eb8deaa210ac99
sess_090,2024-10-16 01:54:30,Validation du panier,aabd879e2e90dfb4b7337b346a11e0298afde682de1a923caeee4b188916522b
sess_140,2024-10-27 13:49:30,Partage du produit 12,a64b8009371d2f39df68c815bfc7bff6abe164f79c7493eba82ae5e8334682f6
sess_031,2024-12-17 14:51:30,Déconnexion de l'utilisateur,85a35312b11692ab321aa21ac43ee5a6e600453d69b65a6f85e5dbebcedafdc9
sess_052,2024-05-08 08:39:30,Recherche de '',97861b647c16242a760be1f258194f19a049cf1a0ccda338c01c8f996411858b
sess_421,2024-10-06 03:23:30,Recherche de 'airpod',8669e9ff6b287f9f7e8ad5b810de213d7cc4dfc78e6cf99768f16802a2a6d1b8
sess_597,2024-08-20 22:56:30,Ajout au panier du produit 49,34bafbdff6ea5f858b4f9be992462291bf61c9f8e6d017317c1e4b1f703f1b06
sess_215,2024-08-10 20:28:30,Ajout au panier du produit 27,8a9d41cfeb77a4eca89d965e3396861370513aa35e1e1e9bd00f7e69aa6aa076
sess_435,2024-05-26 14:23:30,Recherche de 'ordinateur',e108eb775c8275d9a75217302030aac86693458c49c2a3812f55fbeefd557b26
sess_445,2024-03-21 00:16:30,Recherche de '',c3b282683c1fdedde5115a2f4c5df0ace3fef7e488e46f4ed869556cda3296f8
sess_579,2024-04-12 17:56:30,Visite de la page blog,2bd9e13c16df2d8f3f704876c7c3982b734f3dd84f64c7f995059ef71fcfe923
sess_782,2024-05-11 09:16:30,Modification du profil utilisateur,3be24e5f7650d4c778b2359130d1854741a2ef1b488bcdcf8800c102cc47b118
sess_251,2025-03-12 14:34:30,Déconnexion de l'utilisateur,2ddb0aa0f11c2c0649b28836ad7cafa99329749e44bf08d7047ff29fae8c608c
sess_884,2025-01-09 05:43:30,Ajout aux favoris du produit 30,dec2a7b2fd5fbdc56ed4fbb512cc1d2f401ab6392bc08db9314ea56802e853c9
sess_561,2025-02-22 23:46:30,Paiement effectué,fa0c1eee15b23c9d3be26407b40b46fc46b4c0a2ab8ed0399dd3401f53eccf3f
sess_389,2024-12-28 23:40:30,Déconnexion de l'utilisateur,a67ba3b956a39f77d2d51bb9d88c066a5968827b46a386cf11a81915ac0069dd
sess_879,2024-10-04 08:37:30,Partage du produit 38,92cce644d12e8926c5b7a6bf4ff766d17e2fca0bf6ff2d1fdd83108140d2c332
sess_855,2024-03-30 18:15:30,Recherche de 'ordinateur',7fef67e8b9f2512e8396ea60baa11ef17989d399b7ea45d94b2c85a4c52941c8
sess_282,2024-05-15 05:17:30,Validation du panier,c3b282683c1fdedde5115a2f4c5df0ace3fef7e488e46f4ed869556cda3296f8
sess_734,2024-08-11 10:36:30,Connexion de l'utilisateur,56d275951b57d7abb40a0a6c524a636a45edd878422d3720e9c33dd737284552
sess_667,2025-02-24 07:03:30,Déconnexion de l'utilisateur,0435b256eabff0027be88a196af4ae37419aab073b96f50d942cc5c19f238f12
sess_546,2024-06-26 09:54:30,Ajout aux favoris du produit 21,f6fa31af0fcedf00fa88f85a37272ffa033783c1d15fe8569201984acaf062e5
sess_912,2024-11-09 03:02:30,Ajout aux favoris du produit 26,0b71fb237b6a3277f69b4806bead1dc814f89b08a65e0dea451de31dfa971af9
sess_657,2024-10-17 10:09:30,Partage du produit 37,eda7052abd3aa839163786c2e99ffe84c9fd9f8556bfc61207212d7719727f9b
sess_651,2024-07-30 00:43:30,Paiement effectué,1a0a9418339c33ba76914d3cf5626676274d843479ebf4b9eea3a0cc8b42db16
sess_105,2025-03-01 23:29:30,Paiement effectué,c3b282683c1fdedde5115a2f4c5df0ace3fef7e488e46f4ed869556cda3296f8
sess_089,2024-10-28 07:29:30,Visite de la page about,ea4089dc52f18970104a668603c3d92c36436c40ad557624ad29eab584b914f2
sess_565,2024-05-01 01:34:30,Ajout aux favoris du produit 27,0435b256eabff0027be88a196af4ae37419aab073b96f50d942cc5c19f238f12
sess_274,2024-12-11 00:25:30,Validation du panier,2bd9e13c16df2d8f3f704876c7c3982b734f3dd84f64c7f995059ef71fcfe923
sess_461,2024-04-17 13:32:30,Paiement effectué,b5b4462ef408af82f69efee12d18196cf2140976bdd6ae11d292e01a175c1ab3
sess_889,2024-09-02 03:21:30,Recherche de 'airpod',1f502f77c780bb438110c83adbb2028db47483e12b2fc02219936b135822cec7
sess_314,2024-12-31 18:00:30,Modification du profil utilisateur,e40296a651442d7f554cfca600d6d42088b7f2d6ab4f3957bffa6b87d79d4cb6
sess_478,2024-05-04 22:24:30,Visite du produit 49,0335a212fc597088f60562b11111128259c56dfe6c954e564a3085c74f8fcd26
sess_787,2024-05-23 16:13:30,Connexion de l'utilisateur,6f1a17f91bb3a79eb9f5a989e3491b79a8990503a565311a43deb5c6e15bc6bd
sess_486,2025-02-10 16:24:30,Modification du profil utilisateur,fa7934be6180e0a12eb621d7970f7d1bfc2084491ec4d527d94b3d52006a454e
sess_005,2025-02-25 20:48:30,Visite du produit 6,f6fa31af0fcedf00fa88f85a37272ffa033783c1d15fe8569201984acaf062e5
sess_911,2024-07-17 08:35:30,Déconnexion de l'utilisateur,76c533ee6c346e680e9fe3a5fcd7ea7d4dfbda2c488378b4f467e1181ee04630
sess_531,2024-06-17 04:08:30,Visite du produit 16,85a35312b11692ab321aa21ac43ee5a6e600453d69b65a6f85e5dbebcedafdc9
sess_601,2024-11-26 21:59:30,Avis laissé sur le produit 43,67fb419d3d210e3aa7c5ce342bc19d0edff2eb17d388f52274b75e901f8bb011
sess_531,2024-07-27 06:03:30,Recherche de 'ordinateur',38e139c0d013db22f1869e9f8cadcf5be47df4bc4eadfe9304b9bb803d46e7ec
sess_862,2024-06-24 02:16:30,Recherche de 'téléphone',3be24e5f7650d4c778b2359130d1854741a2ef1b488bcdcf8800c102cc47b118
sess_517,2024-06-17 05:20:30,Ajout au panier du produit 4,3aac92e43bd76dad978d2094581a3ab0010242fa4696d270797dd3eb8bbf9191
sess_986,2024-11-06 04:36:30,Validation du panier,8669e9ff6b287f9f7e8ad5b810de213d7cc4dfc78e6cf99768f16802a2a6d1b8
sess_680,2024-09-12 04:54:30,Modification du profil utilisateur,85a35312b11692ab321aa21ac43ee5a6e600453d69b65a6f85e5dbebcedafdc9
sess_051,2025-01-06 15:57:30,Avis laissé sur le produit 14,0435b256eabff0027be88a196af4ae37419aab073b96f50d942cc5c19f238f12
sess_479,2024-07-25 18:35:30,Avis laissé sur le produit 36,b4f06f0b4c2c5cc0d07c4101e099ab9a7bbd4be8ea697300b9aa11453fcdb832
sess_673,2024-09-15 07:50:30,Visite du produit 13,c3b282683c1fdedde5115a2f4c5df0ace3fef7e488e46f4ed869556cda3296f8
sess_752,2024-05-14 14:05:30,Recherche de 'parfum',1f502f77c780bb438110c83adbb2028db47483e12b2fc02219936b135822cec7
sess_893,2024-09-30 05:57:30,Paiement effectué,0534abc63facdc71526106db9893ccc131092f1f4d29d7755577edd40e3d2945
sess_376,2025-02-28 15:28:30,Visite du produit 2,3aac92e43bd76dad978d2094581a3ab0010242fa4696d270797dd3eb8bbf9191
sess_877,2024-10-31 19:31:30,Partage du produit 0,ff9f6a2a6cd5114a1e89cf7e3065ed6626649574afed56abc5e11c7b118aaf7f
sess_070,2024-10-20 06:23:30,Avis laissé sur le produit 18,61347e35a7a220545d0312d50d5169e05675edd6760c00018614d2d3568e70e2
sess_710,2024-08-21 10:35:30,Partage du produit 7,036c813b003259b73c8da3c223554e3766cb6f757177a00c736cce05859e25b9
sess_256,2024-05-13 18:23:30,Recherche de 'téléphone',26fe501d0ff539ff5d77fc2f8ae7d8dda0930592c1ba095ddb21d23382c85fe3
sess_084,2024-04-27 00:37:30,Visite du produit 40,580db42ea45bb04ad58d466864f39574debd911bfae20e53ef73e429bfb8044b
sess_551,2024-09-13 18:18:30,Visite du produit 27,85a35312b11692ab321aa21ac43ee5a6e600453d69b65a6f85e5dbebcedafdc9
sess_096,2024-05-02 21:32:30,Partage du produit 16,46fbe7143af63e7dadb5859ec1ba816620210f6b8b2081fc1d02997caef493f4
sess_270,2024-04-09 12:29:30,Modification du profil utilisateur,dedb09928b319c3274fb890ca3ccf368df6a1b507ebe09c6a2e06997c36d4689
sess_363,2024-03-22 12:45:30,Modification du profil utilisateur,db1a12d06d8ff0e81cc63cbfa58bf106bf9a500616d26ccd10a6643cd12ad298
sess_669,2024-10-08 04:33:30,Validation du panier,e108eb775c8275d9a75217302030aac86693458c49c2a3812f55fbeefd557b26
sess_615,2024-04-25 19:13:30,Paiement effectué,be85127f861e3e7ba3bdfe2db1e07027ffd6f28a035d4f9e617234c3bdda6a49
sess_362,2024-06-26 06:03:30,Visite de la page contact,0435b256eabff0027be88a196af4ae37419aab073b96f50d942cc5c19f238f12
sess_974,2025-02-28 21:46:30,Validation du panier,8669e9ff6b287f9f7e8ad5b810de213d7cc4dfc78e6cf99768f16802a2a6d1b8
sess_273,2025-01-15 08:18:30,Déconnexion de l'utilisateur,00d4fe1f1cd44d4cabdd437ab88ee4f412a6cf04b2d7400d936f365e9890c584
sess_413,2024-09-13 19:41:30,Déconnexion de l'utilisateur,97861b647c16242a760be1f258194f19a049cf1a0ccda338c01c8f996411858b
sess_335,2024-11-04 13:23:30,Paiement effectué,dec2a7b2fd5fbdc56ed4fbb512cc1d2f401ab6392bc08db9314ea56802e853c9
sess_740,2025-01-01 14:05:30,Recherche de 'parfum',1f502f77c780bb438110c83adbb2028db47483e12b2fc02219936b135822cec7
sess_043,2024-10-04 07:29:30,Visite de la page blog,6f1a17f91bb3a79eb9f5a989e3491b79a8990503a565311a43deb5c6e15bc6bd
sess_315,2024-09-20 07:43:30,Recherche de 'robe',d6fe2ec0f10e54c3d114df61e3fa0380310a43b2e109056bc9fc4908d5609160
sess_896,2024-09-18 22:15:30,Visite du produit 20,fa0c1eee15b23c9d3be26407b40b46fc46b4c0a2ab8ed0399dd3401f53eccf3f
sess_561,2024-06-02 14:02:30,Avis laissé sur le produit 24,0335a212fc597088f60562b11111128259c56dfe6c954e564a3085c74f8fcd26
sess_152,2024-07-08 14:36:30,Visite de la page home,97861b647c16242a760be1f258194f19a049cf1a0ccda338c01c8f996411858b
sess_643,2024-03-27 12:07:30,Ajout au panier du produit 18,a2d7cd384f0879c751ebb9a266d827ef0eb85e6266a53faafd9677e056ac36b8
sess_854,2024-11-30 17:54:30,Ajout au panier du produit 33,3aac92e43bd76dad978d2094581a3ab0010242fa4696d270797dd3eb8bbf9191
sess_149,2024-11-28 01:34:30,Visite du produit 19,31678bc19f0e2d1209f49cb8859744fa588cdb44a22936cca04cd4e064b255c3
sess_226,2024-08-05 17:12:30,Recherche de 'robe',549c16ff86c87ce5798d83ea842520e40d055e50106490c3ebce8fb1100d5855
sess_800,2024-09-05 17:27:30,Visite du produit 12,a19ae6fbf8af2939b09063d043928c25acbc72a6b99e910b224c9142866d6277
sess_633,2024-04-27 17:25:30,Visite de la page about,a64b8009371d2f39df68c815bfc7bff6abe164f79c7493eba82ae5e8334682f6
sess_668,2024-06-05 09:49:30,Recherche de '',b4f06f0b4c2c5cc0d07c4101e099ab9a7bbd4be8ea697300b9aa11453fcdb832
sess_476,2024-03-24 11:50:30,Recherche de 'téléphone',0b71fb237b6a3277f69b4806bead1dc814f89b08a65e0dea451de31dfa971af9
sess_650,2025-03-03 21:44:30,Visite du produit 4,568f08c229e51c55978d7ec9c1ce75ea91313823736967dde45f5667cd093684
sess_957,2024-07-25 21:50:30,Visite du produit 4,a19ae6fbf8af2939b09063d043928c25acbc72a6b99e910b224c9142866d6277
sess_449,2024-05-06 22:48:30,Partage du produit 46,0435b256eabff0027be88a196af4ae37419aab073b96f50d942cc5c19f238f12
sess_871,2024-12-11 09:36:30,Paiement effectué,b38dc09bfdbb7fbbe9161b4f87191fb13c9636e8c222d72ae56a7736f275292e
sess_562,2024-11-13 10:35:30,Modification du profil utilisateur,92cce644d12e8926c5b7a6bf4ff766d17e2fca0bf6ff2d1fdd83108140d2c332
sess_074,2024-11-28 21:17:30,Paiement effectué,aff66436d812f8fd0150afbd2cbc0dd89e693961a48b0356087c669100f8863b
sess_668,2024-05-27 18:00:30,Avis laissé sur le produit 42,8669e9ff6b287f9f7e8ad5b810de213d7cc4dfc78e6cf99768f16802a2a6d1b8
sess_122,2024-05-21 15:07:30,Validation du panier,021d02fd39aa954750faaedcee8d75aa82001282e427cb5f243cc05613a1bf10
sess_055,2024-10-01 12:42:30,Recherche de 'ordinateur',b5b4462ef408af82f69efee12d18196cf2140976bdd6ae11d292e01a175c1ab3
sess_013,2024-12-23 20:36:30,Modification du profil utilisateur,b9771b45fe79a5d6fb30758f5b848eec5d1fa4a35931aecd2ad067ed6dcde91e
sess_184,2025-01-26 16:47:30,Partage du produit 29,8a9d41cfeb77a4eca89d965e3396861370513aa35e1e1e9bd00f7e69aa6aa076
sess_103,2025-02-11 09:05:30,Paiement effectué,56eb7189d108abd5a6b0bfbc5dd8147f6a7d614639c51d25944aa64bddfb9986
sess_053,2024-04-06 07:32:30,Visite de la page home,57622bbc241b9967d78ab93351bd729ea2c0e773d94eda5be2a82fa49930ecb3
sess_579,2025-02-06 17:20:30,Modification du profil utilisateur,428dbb41b15861a2e47f1d86cf4cdf900f989fb722a2d497d7c574c117c5d4ef
sess_348,2024-12-30 12:03:30,Connexion de l'utilisateur,a2d7cd384f0879c751ebb9a266d827ef0eb85e6266a53faafd9677e056ac36b8
sess_078,2024-07-15 13:02:30,Partage du produit 13,0335a212fc597088f60562b11111128259c56dfe6c954e564a3085c74f8fcd26
sess_940,2025-01-12 11:34:30,Connexion de l'utilisateur,a2d7cd384f0879c751ebb9a266d827ef0eb85e6266a53faafd9677e056ac36b8
sess_993,2024-08-13 01:38:30,Visite du produit 7,f5cbb661c06c88431592e03bf744be731c805e993d20c863160ea4c9ce9a8f78
sess_465,2024-07-24 01:50:30,Connexion de l'utilisateur,8a9d41cfeb77a4eca89d965e3396861370513aa35e1e1e9bd00f7e69aa6aa076
sess_171,2024-12-26 02:15:30,Validation du panier,38e139c0d013db22f1869e9f8cadcf5be47df4bc4eadfe9304b9bb803d46e7ec
sess_926,2024-11-23 22:47:30,Partage du produit 0,a64b8009371d2f39df68c815bfc7bff6abe164f79c7493eba82ae5e8334682f6
sess_123,2024-12-27 02:31:30,Paiement effectué,d6fe2ec0f10e54c3d114df61e3fa0380310a43b2e109056bc9fc4908d5609160
sess_410,2024-03-19 01:38:30,Partage du produit 29,ea4089dc52f18970104a668603c3d92c36436c40ad557624ad29eab584b914f2
sess_776,2025-02-13 05:25:30,Connexion de l'utilisateur,57aae2da99c047364608c21995891694ac2d05825db22cac2c22f07b99ad56cb
sess_394,2024-03-17 15:09:30,Visite du produit 3,78aba687cd2d054fae90c4db0cb9667d5336ea6303da8bca7cdd36575f3a9465
sess_509,2025-01-29 03:41:30,Déconnexion de l'utilisateur,b679e9ff72c52adf5e66bd74fc4999005d9a2a57eac35cda0a5d06dc4a55b4a2
sess_759,2024-05-09 01:59:30,Recherche de 'robe',eeb91b22a7180aef0f9eb4be81ffed9f23e55c1a9bdc8e8e76eca0d2193d4761
sess_089,2024-11-20 22:49:30,Ajout au panier du produit 3,8669e9ff6b287f9f7e8ad5b810de213d7cc4dfc78e6cf99768f16802a2a6d1b8
sess_652,2024-04-17 05:32:30,Avis laissé sur le produit 17,e108eb775c8275d9a75217302030aac86693458c49c2a3812f55fbeefd557b26
sess_759,2024-06-25 00:31:30,Connexion de l'utilisateur,ff9f6a2a6cd5114a1e89cf7e3065ed6626649574afed56abc5e11c7b118aaf7f
sess_163,2024-10-12 10:39:30,Partage du produit 25,38e139c0d013db22f1869e9f8cadcf5be47df4bc4eadfe9304b9bb803d46e7ec
sess_273,2024-11-05 08:30:30,Avis laissé sur le produit 40,580db42ea45bb04ad58d466864f39574debd911bfae20e53ef73e429bfb8044b
sess_370,2024-07-02 04:26:30,Ajout au panier du produit 4,580db42ea45bb04ad58d466864f39574debd911bfae20e53ef73e429bfb8044b
sess_981,2024-11-04 04:06:30,Visite de la page home,26fe501d0ff539ff5d77fc2f8ae7d8dda0930592c1ba095ddb21d23382c85fe3
sess_627,2025-02-19 00:13:30,Visite de la page about,bbf5e93a19056edb54831cb2edb3f7e060831aa25a56b2ca5d741c9d501c0af1
sess_135,2024-11-28 19:25:30,Ajout aux favoris du produit 14,31678bc19f0e2d1209f49cb8859744fa588cdb44a22936cca04cd4e064b255c3
sess_548,2024-09-08 17:45:30,Ajout aux favoris du produit 3,c3b282683c1fdedde5115a2f4c5df0ace3fef7e488e46f4ed869556cda3296f8
sess_379,2024-12-04 10:40:30,Visite de la page contact,212085ffb12b1fcceae77e72724d075f356538c42a4d92950aaa3b43d558676e
sess_215,2024-05-25 06:25:30,Connexion de l'utilisateur,61347e35a7a220545d0312d50d5169e05675edd6760c00018614d2d3568e70e2
sess_143,2024-05-19 05:20:30,Modification du profil utilisateur,b9771b45fe79a5d6fb30758f5b848eec5d1fa4a35931aecd2ad067ed6dcde91e
sess_360,2025-01-05 21:01:30,Paiement effectué,76c533ee6c346e680e9fe3a5fcd7ea7d4dfbda2c488378b4f467e1181ee04630
sess_103,2024-07-28 23:29:30,Partage du produit 22,5398a3f8a28fc57ad6ed399f870b2cbc94fee0d0e7563f6dc69356bb34ef2523
sess_752,2024-09-20 18:27:30,Visite de la page home,ea4089dc52f18970104a668603c3d92c36436c40ad557624ad29eab584b914f2
sess_026,2024-05-17 10:37:30,Ajout au panier du produit 28,7b1c6c05840779957185cab4ac2b65328a12a44a4a4032a6fc93d2039a24ce59
sess_785,2024-10-14 21:42:30,Paiement effectué,31678bc19f0e2d1209f49cb8859744fa588cdb44a22936cca04cd4e064b255c3
sess_253,2024-10-14 19:17:30,Ajout aux favoris du produit 47,f1fd5eee355834a86b13600f9b3d417a05e9a5a4fbfd51681b9c14765f99a400
sess_133,2024-03-26 15:28:30,Connexion de l'utilisateur,eda7052abd3aa839163786c2e99ffe84c9fd9f8556bfc61207212d7719727f9b
sess_352,2024-09-19 09:39:30,Recherche de 'ordinateur',059b032724c22c355c20c523ece1f60a6430d855b42593b07d3f3f23f125e4b3
sess_857,2024-12-01 13:29:30,Paiement effectué,960aaaacc55b98efb587745eff7a96a51b13f7466ffaafc6af8cd99588d742ea
sess_090,2024-12-26 01:20:30,Validation du panier,26fe501d0ff539ff5d77fc2f8ae7d8dda0930592c1ba095ddb21d23382c85fe3
sess_281,2024-12-19 08:39:30,Recherche de 'parfum',021d02fd39aa954750faaedcee8d75aa82001282e427cb5f243cc05613a1bf10
sess_189,2024-04-09 05:37:30,Connexion de l'utilisateur,be85127f861e3e7ba3bdfe2db1e07027ffd6f28a035d4f9e617234c3bdda6a49
sess_518,2025-01-13 11:40:30,Déconnexion de l'utilisateur,021d02fd39aa954750faaedcee8d75aa82001282e427cb5f243cc05613a1bf10
sess_839,2024-10-26 11:58:30,Validation du panier,f6fa31af0fcedf00fa88f85a37272ffa033783c1d15fe8569201984acaf062e5
sess_011,2025-02-18 21:10:30,Ajout aux favoris du produit 36,7fef67e8b9f2512e8396ea60baa11ef17989d399b7ea45d94b2c85a4c52941c8
sess_849,2024-04-01 13:35:30,Partage du produit 0,1f502f77c780bb438110c83adbb2028db47483e12b2fc02219936b135822cec7
sess_138,2024-04-24 19:48:30,Visite de la page products,f1fd5eee355834a86b13600f9b3d417a05e9a5a4fbfd51681b9c14765f99a400
sess_656,2025-01-21 14:53:30,Ajout au panier du produit 47,da48ada71098f8306455a3bc3b425b2a494826a85846e27c65fcd30931a0ca72
sess_600,2024-11-03 02:49:30,Visite du produit 26,a64b8009371d2f39df68c815bfc7bff6abe164f79c7493eba82ae5e8334682f6
sess_886,2024-09-23 05:01:30,Déconnexion de l'utilisateur,0534abc63facdc71526106db9893ccc131092f1f4d29d7755577edd40e3d2945
sess_542,2024-06-11 04:36:30,Modification du profil utilisateur,1c2cec4ecd9292b35f058951de816c1842b807b0408cf15468930771662f4055
sess_924,2024-05-18 22:15:30,Connexion de l'utilisateur,0534abc63facdc71526106db9893ccc131092f1f4d29d7755577edd40e3d2945
sess_313,2025-03-10 19:01:30,Modification du profil utilisateur,549c16ff86c87ce5798d83ea842520e40d055e50106490c3ebce8fb1100d5855
sess_840,2024-10-31 17:31:30,Avis laissé sur le produit 12,b4f06f0b4c2c5cc0d07c4101e099ab9a7bbd4be8ea697300b9aa11453fcdb832
sess_921,2024-04-25 03:38:30,Validation du panier,dedb09928b319c3274fb890ca3ccf368df6a1b507ebe09c6a2e06997c36d4689
sess_741,2024-07-28 04:34:30,Connexion de l'utilisateur,34bafbdff6ea5f858b4f9be992462291bf61c9f8e6d017317c1e4b1f703f1b06
sess_745,2024-05-16 15:28:30,Visite du produit 35,34bafbdff6ea5f858b4f9be992462291bf61c9f8e6d017317c1e4b1f703f1b06
sess_215,2024-04-12 04:11:30,Partage du produit 0,e3135eb1c10fbff019598f5238251a1b5ff7b0eb7e9e0398a98fe34e636d806e
sess_075,2024-04-25 07:12:30,Visite du produit 19,a67ba3b956a39f77d2d51bb9d88c066a5968827b46a386cf11a81915ac0069dd
sess_418,2025-01-21 13:15:30,Connexion de l'utilisateur,3be24e5f7650d4c778b2359130d1854741a2ef1b488bcdcf8800c102cc47b118
sess_255,2025-01-06 05:36:30,Visite de la page contact,8669e9ff6b287f9f7e8ad5b810de213d7cc4dfc78e6cf99768f16802a2a6d1b8
sess_089,2025-01-16 19:59:30,Connexion de l'utilisateur,56eb7189d108abd5a6b0bfbc5dd8147f6a7d614639c51d25944aa64bddfb9986
sess_378,2024-07-30 14:59:30,Visite de la page home,8669e9ff6b287f9f7e8ad5b810de213d7cc4dfc78e6cf99768f16802a2a6d1b8
sess_310,2024-07-16 13:21:30,Ajout aux favoris du produit 8,580db42ea45bb04ad58d466864f39574debd911bfae20e53ef73e429bfb8044b
sess_315,2024-07-01 20:19:30,Ajout aux favoris du produit 19,d6fe2ec0f10e54c3d114df61e3fa0380310a43b2e109056bc9fc4908d5609160
